title,artist,year,genre,composer,file_path,Artista encontrado,Titulo encontrado,Numero de coincidencias,Hay coincidencia preferida,No hay coincidencia preferida,Coincidencia perfecta
Ya sale el tren,Miguel Caló / Jorge Ortiz,1943-02-25,tango,Musica: Luis Rubistein - Letra: Luis Rubistein,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Jorge Ortíz_Ya sale el tren.flac",True,True,1,False,True,True
Ya sale el tren,MIguel Caló,25/0,tango,Luis Rubistein,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Jorge Ortíz_Ya sale el tren.mp3",True,True,1,False,True,False
Cuando tallan los recuerdos,MIguel Caló,21/0,tango,Musica: Rafael Rossi - Letra: Enrique Cadícamo,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raul Iriarte_Cuando tallan los recuerdos.mp3",True,True,1,False,True,False
Gime el viento (remaster),MIguel Caló,29/11/1943,tango,Musica: Atilio Bruni - Letra: Oscar Rubens,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raul Iriarte_Gime el viento (remaster).flac",True,True,1,False,True,False
Gime el viento,Miguel Caló / Raul Iriarte,1943-11-29,tango,Musica: Atilio Bruni - Letra: Oscar Rubens,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raul Iriarte_Gime el viento.flac",True,True,1,False,True,True
Mañana iré temprano,Miguel Caló / Raul Iriarte,1943-08-10,tango,Musica: Enrique Francini - Letra: Carlos Bahr,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raul Iriarte_Mañana ire temprano.mp3",True,True,1,False,True,True
A mi me llaman Juan Tango,Miguel Caló / Raul Iriarte,1943-11-23,tango,Musica: Tito Ribero - Letra: Carlos Waiss,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raúl Iriarte_A mi me llaman Juan tango.flac",True,True,1,False,True,True
Cada dia te extraño mas,Miguel Caló / Raul Iriarte,1943-09-16,tango,Musica: Armando Pontier - Letra: Carlos Bahr,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raúl Iriarte_Cada día te extraño más (mono).flac",True,True,1,False,True,True
Cada dia te extraño mas,Miguel Caló / Raul Iriarte,1943-09-16,tango,Musica: Armando Pontier - Letra: Carlos Bahr,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raúl Iriarte_Cada día te extraño más.flac",True,True,1,False,True,True
Cada dia te extraño mas,Miguel Caló / Raul Iriarte,1943-09-16,tango,Musica: Armando Pontier - Letra: Carlos Bahr,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raúl Iriarte_Cada día te extraño más.m4a",True,True,1,False,True,True
Cuando tallan los recuerdos,Miguel Caló / Raul Iriarte,1943-03-21,tango,Musica: Rafael Rossi - Letra: Enrique Cadícamo,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raúl Iriarte_Cuando tallan los recuerdos.flac",True,True,1,False,True,True
Cuento azul,Miguel Caló / Raul Iriarte,1943-06-11,tango,Musica: Miguel Caló y Osmar Maderna - Letra: Julio Jorge Nelson,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raúl Iriarte_Cuento azul.flac",True,True,1,False,True,True
Cuento azul,Miguel Caló / Raul Iriarte,1943-06-11,tango,Musica: Miguel Caló y Osmar Maderna - Letra: Julio Jorge Nelson,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raúl Iriarte_Cuento azul.m4a",True,True,1,False,True,True
Cuento azul,Miguel Caló / Raul Iriarte,1943-06-11,tango,Musica: Miguel Caló y Osmar Maderna - Letra: Julio Jorge Nelson,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raúl Iriarte_Cuento azul_Restaurado_hard.m4a",True,True,1,False,True,True
Es en vano llorar,Miguel Caló / Raul Iriarte,1943-05-17,tango,Musica: Alberto Suárez Villanueva - Letra: Oscar Rubens,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raúl Iriarte_Es en vano llorar.flac",True,True,1,False,True,True
Luna de plata,Miguel Caló / Raul Iriarte,1943-10-10,tango vals,Musica: Osmar Maderna - Letra: Miguel Caló,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raúl Iriarte_Luna de plata.flac",True,True,1,False,True,True
Marión,Miguel Caló / Raul Iriarte,1943-12-27,tango,Musica: Luis Rubistein - Letra: Luis Rubistein,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raúl Iriarte_Marión.flac",True,True,1,False,True,True
Marión,MIguel Caló,27-1,tango,Luis Rubistein,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raúl Iriarte_Marión.mp3",True,True,2,False,True,False
Mañana iré temprano,Miguel Caló / Raul Iriarte,1943-08-10,tango,Musica: Enrique Francini - Letra: Carlos Bahr,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raúl Iriarte_Mañana iré temprano.flac",True,True,1,False,True,True
Nada,MIguel Caló,09-03-1943,tango,José Damés & Horacio Sanguinetti,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raúl Iriarte_Nada.flac",True,True,2,False,True,False
Tango y copas (Otro tango),Miguel Caló / Raul Iriarte,1943-06-11,tango,Musica: Héctor Artola - Letra: Carlos Bahr,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raúl Iriarte_Otro tango.flac",True,True,1,False,True,True
Tango y copas (Otro tango),Miguel Caló / Raul Iriarte,1943-06-11,tango,Musica: Héctor Artola - Letra: Carlos Bahr,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raúl Iriarte_Tango y copas.flac",True,True,1,False,True,True
Verdemar,Miguel Caló / Raul Iriarte,1943-09-28,tango,Musica: Carlos Di Sarli - Letra: José María Contursi,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1943_Caló - Raúl Iriarte_Verdemar.flac",True,True,1,False,True,True
Saludos,Miguel Caló,1944-08-23,tango,Musica: Domingo Federico y Francisco Federico,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Instr_Saludos.flac",True,True,1,False,True,True
Saludos,Miguel Caló,1944-08-23,tango,Musica: Domingo Federico y Francisco Federico,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Instr_Saludos.mp3",True,True,1,False,True,True
Sans souci,Miguel Caló,1944-07-07,tango,Musica: Enrique Delfino,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Instr_Sans Souci.flac",True,True,1,False,True,True
La de ojos tristes,MIguel Caló,14/12/1944,tango,Musica: Edgardo Donato - Letra: Héctor Marcó,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Luis Tolosa_La de ojos tristes.flac",True,True,1,False,True,False
Mi natai,Miguel Caló / Luis Tolosa,1944-12-14,tango,Musica: Félix Lipesker y Jerome Once - Letra: Félix Lipesker y Jerome Once,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Luis Tolosa_Mi Natai.flac",True,True,1,False,True,True
Me duele el corazón,Miguel Caló / Raul Iriarte y los trovadores del Peru,1944-11-07,tango vals,Musica: C. Yegui y Luis Mendoza - Letra: C. Yegui y Luis Mendoza,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Raul Iriarte y Los Trovadores del Perú_Me duele el corazón.flac",True,True,1,False,True,True
Bohardilla,Miguel Caló / Raul Iriarte,1944-04-19,tango,Musica: Rodolfo Blasi - Letra: Horacio Sanguinetti,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Raul Iriarte_Bohardilla.m4a",True,True,1,False,True,True
El Desafio-Remaster,MIguel Caló,09/0,tango milonga,Musica: René Ruiz - Letra: Charrúa (Gualberto Márquez),"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Raul Iriarte_El Desafio-Remaster.mp3",True,False,0,False,True,False
El desafío,Miguel Caló / Raul Iriarte,1944-03-09,tango milonga,Musica: René Ruiz - Letra: Charrúa (Gualberto Márquez),"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Raul Iriarte_El Desafio.flac",True,True,1,False,True,True
Domingo a la noche,Miguel Caló / Raúl Berón,1944-08-16,tango,Musica: Juan José Guichandut - Letra: Oscar Rubens,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Raúl Berón_Domingo a la noche.flac",True,True,1,False,True,True
En tus ojos de cielo,Miguel Caló / Raúl Berón,1944-07-16,tango,Musica: Osmar Maderna - Letra: Luis Rubistein,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Raúl Berón_En tus ojos de cielo.flac",True,True,1,False,True,True
Entre Sueños (Restored),MIguel Caló,08/05/1944,tango,Anselmo Aieta & Francisco García Jiménez,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Raúl Berón_Entre Sueños (Restored).m4a",True,True,1,False,True,False
Entre sueños,Miguel Caló / Raúl Berón,1944-08-05,tango,Musica: Anselmo Aieta y Juan Polito - Letra: Francisco García Jiménez,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Raúl Berón_Entre sueños.flac",True,True,1,False,True,True
Jugando jugando,Miguel Caló / Raúl Berón,1944-08-28,tango vals,Musica: Miguel Caló - Letra: Oscar Rubens,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Raúl Berón_Jugando... jugando.flac",True,True,1,False,True,True
La abandoné y no sabía,Miguel Caló / Raúl Berón,1944-04-27,tango,Musica: José Canet - Letra: José Canet,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Raúl Berón_La abandoné y no sabía.flac",True,True,1,False,True,True
Mulata,Miguel Caló / Raúl Berón,1944-06-22,tango milonga,Musica: Roberto Nievas Blanco - Letra: Roberto Nievas Blanco,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Raúl Berón_Mulata.flac",True,True,1,False,True,True
Bohardilla,Miguel Caló / Raul Iriarte,1944-04-19,tango,Musica: Rodolfo Blasi - Letra: Horacio Sanguinetti,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Raúl Iriarte_Bohardilla.flac",True,True,1,False,True,True
De seis a siete,Miguel Caló / Raul Iriarte,1944-10-24,tango,Musica: José Canet - Letra: José Canet,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Raúl Iriarte_De 6 a 7.flac",True,True,1,False,True,True
Fantasma,Miguel Caló / Raul Iriarte,1944-10-24,tango,Musica: Enrique Delfino - Letra: Cátulo Castillo,"D:/Dropbox/TDJ/MUSICA\Angel\Caló, Miguel\1944_Caló - Raúl Iriarte_Fantasma (mono).flac",True,True,1,False,True,True
